Geo Point;Geo Shape;ARCSTRA_ID;FNODE;TNODE;CODVIA;NOMEVIA;DATAINIZ;LUNGHEZZ;LARGHEZZ;CIVIMINP;EXPOMINP;CIVIMAXP;EXPOMAXP;CIVIMIND;EXPOMIND;CIVIMAXD;EXPOMAXD;XPROPRIE;PROPRIETA;NUMQUART;NOMEQUART;DA;A;SUPERFICIE;CRESCIV;XTIPOLOG;ESTREMI;PROGXVIA;ID_ENTE;F50;F50_drufuc;ZONA_NOME;Shape_Leng;VEL2024;Velocità massima consentita
44.51755354708461, 11.27487252720142;"{""coordinates"": [[[11.274546244599813, 44.51766886560106], [11.27519880980303, 44.51743822856816]]], ""type"": ""MultiLineString""}";6789;14404;8461;35100;VIA MARCO EMILIO LEPIDO;19970612;57.91;15;56;2;58;;55;;59;A;1;comunale;11;Borgo Panigale - Reno;VIA RAFFAELE BOMBELLI;VIA MARCO EMILIO LEPIDO;868.65;1;0;1;10;A944;21;0;Borgo Panigale;57.9133904116;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.51777694449425, 11.273600372292162;"{""coordinates"": [[[11.273718442549825, 44.51794701581782], [11.273482302034497, 44.517606873170664]]], ""type"": ""MultiLineString""}";6793;14406;14407;35100;VIA MARCO EMILIO LEPIDO;19970612;42.19;5;62;;66;3;0;;0;;3;privata;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA MARCO EMILIO LEPIDO;210.95;0;1;1;47;A944;6;0;Borgo Panigale;42.1941326721;5;Strade 30 km/h o inferiore
44.51770499338073, 11.275362005230896;"{""coordinates"": [[[11.27552520065876, 44.5179717581933], [11.27519880980303, 44.51743822856816]]], ""type"": ""MultiLineString""}";6795;14408;8461;8900;VIA RAFFAELE BOMBELLI;19970612;64.71;8.15;2;;2;4;1;;5;2;1;comunale;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA RAFFAELE BOMBELLI;527.3865;1;0;0;1;A944;0;0;Borgo Panigale;64.712562876;30;Strade 30 km/h o inferiore
44.51812970450751, 11.272388514431738;"{""coordinates"": [[[11.272555431125076, 44.518355309720086], [11.272509962103326, 44.518307410733335], [11.272228703659135, 44.517898342978384]]], ""type"": ""MultiLineString""}";5908;8536;13682;43580;VIA ANDREA PALLADIO;19970506;57.08;7.4;2;;6;A;1;;1;;1;comunale;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA ANDREA PALLADIO;422.392;0;0;1;1;A944;0;0;Borgo Panigale;57.07509565;30;Strade 30 km/h o inferiore
44.5183083284447, 11.273429746944146;"{""coordinates"": [[[11.273291869781453, 44.518097945286655], [11.27356762410684, 44.51851871160274]]], ""type"": ""MultiLineString""}";5912;8460;13686;35100;VIA MARCO EMILIO LEPIDO;19970506;51.63;5;0;;0;;107;;107;;1;comunale;11;Borgo Panigale - Reno;VIA TITO AZZOLINI;VIA MARCO EMILIO LEPIDO;258.15;0;1;1;48;A944;6;0;Borgo Panigale;51.6306855457;5;Strade 30 km/h o inferiore
44.520271325070084, 11.278896040459804;"{""coordinates"": [[[11.2786995331889, 44.51998190055101], [11.279092547730702, 44.52056074958915]]], ""type"": ""MultiLineString""}";6809;14419;14420;43900;VIA PANIGALE;19970613;71.51;5;0;;0;;49;;57;E;3;privata;11;Borgo Panigale - Reno;VIA PANIGALE;VIA PANIGALE;357.55;0;1;1;13;A944;0;0;Borgo Panigale;71.5125464869;30;Strade 30 km/h o inferiore
44.52102025669942, 11.278087668262842;"{""coordinates"": [[[11.277943950973045, 44.52096120381562], [11.278231385552639, 44.52107930958323]]], ""type"": ""MultiLineString""}";6812;14421;14422;43900;VIA PANIGALE;19970613;26.37;5;0;;0;;67;;69;B;3;privata;11;Borgo Panigale - Reno;VIA PANIGALE;VIA PANIGALE;131.85;0;1;1;16;A944;0;0;Borgo Panigale;26.3657953031;30;Strade 30 km/h o inferiore
44.51981894803506, 11.278437378471752;"{""coordinates"": [[[11.278667706374184, 44.52001725832124], [11.27857345845619, 44.519958825237154], [11.27850373677367, 44.51987431755045], [11.278399351162932, 44.51981791428381], [11.278239620567566, 44.51958716067443]]], ""type"": ""MultiLineString""}";6815;14423;14424;43900;VIA PANIGALE;19970613;59.84;5;28;;42;;0;;0;;3;privata;11;Borgo Panigale - Reno;VIA PANIGALE;VIA PANIGALE;299.2;0;1;1;14;A944;0;0;Borgo Panigale;59.8352705142;30;Strade 30 km/h o inferiore
44.520493817956584, 11.27799548779502;"{""coordinates"": [[[11.278174591751878, 44.520653003853496], [11.278097355727247, 44.520628772605875], [11.278053730999194, 44.5205962934467], [11.27785136147338, 44.52029106590476]]], ""type"": ""MultiLineString""}";6821;14426;14428;43900;VIA PANIGALE;19970613;49.26;5;74;B;94;;0;;0;;3;privata;11;Borgo Panigale - Reno;VIA PANIGALE;VIA PANIGALE;246.3;0;1;1;16;A944;0;0;Borgo Panigale;49.2644967709;30;Strade 30 km/h o inferiore
44.52015388491367, 11.269950391136048;"{""coordinates"": [[[11.270035485589036, 44.520277718789984], [11.26986529668306, 44.52003005103736]]], ""type"": ""MultiLineString""}";6751;15082;14375;30620;VIA MARTIN LUTHER KING;19970612;30.66;5;12;;18;D;0;;0;;3;privata;11;Borgo Panigale - Reno;VIA MARTIN LUTHER KING;VIA MARTIN LUTHER KING;153.3;0;1;0;5;A944;0;0;Borgo Panigale;30.6617106501;30;Strade 30 km/h o inferiore
44.522374758163224, 11.272980031851016;"{""coordinates"": [[[11.27300117828568, 44.522407890618474], [11.272958885416353, 44.522341625707966]]], ""type"": ""MultiLineString""}";6758;8523;14382;52550;VIA DELLA SALUTE;19970612;8.1;8;0;;0;;0;;0;;1;comunale;11;Borgo Panigale - Reno;VIA DELLA SALUTE;VIA DOMENICO BIANCOLELLI;64.8;1;0;0;6;A944;0;0;Borgo Panigale;8.09707508932;30;Strade 30 km/h o inferiore
44.521886997697244, 11.272676197281388;"{""coordinates"": [[[11.272958885416353, 44.522341625707966], [11.272393509146424, 44.52143236968652]]], ""type"": ""MultiLineString""}";6759;14382;14381;52550;VIA DELLA SALUTE;19970612;110.61;8;2;5;2;7;21;;33;;1;comunale;11;Borgo Panigale - Reno;VIA DELLA SALUTE;VIA DELLA SALUTE;884.88;1;0;1;5;A944;0;0;Borgo Panigale;110.609080463;30;Strade 30 km/h o inferiore
44.52229148824111, 11.273114636484053;"{""coordinates"": [[[11.272958885416353, 44.522341625707966], [11.273270387551753, 44.52224135077425]]], ""type"": ""MultiLineString""}";6760;14382;14383;52550;VIA DELLA SALUTE;19970612;27.2;5;0;;0;;35;;39;;3;privata;11;Borgo Panigale - Reno;VIA DELLA SALUTE;VIA DELLA SALUTE;136;0;1;1;29;A944;0;0;Borgo Panigale;27.2029322867;30;Strade 30 km/h o inferiore
44.51846335377697, 11.276011123532639;"{""coordinates"": [[[11.275843479818398, 44.51851737774864], [11.276178767246877, 44.51840932980529]]], ""type"": ""MultiLineString""}";7458;14996;14997;8900;VIA RAFFAELE BOMBELLI;19970703;29.26;5;0;;0;;17;;19;D;3;privata;11;Borgo Panigale - Reno;VIA RAFFAELE BOMBELLI;VIA RAFFAELE BOMBELLI;146.3;0;1;0;15;A944;0;0;Borgo Panigale;29.2629999988;30;Strade 30 km/h o inferiore
44.51909514644422, 11.276186348485256;"{""coordinates"": [[[11.27625874304499, 44.519217770612094], [11.276113953925522, 44.51897252227635]]], ""type"": ""MultiLineString""}";7459;8882;16056;8900;VIA RAFFAELE BOMBELLI;19970703;29.59;8.15;0;;0;;23;;23;E;1;comunale;11;Borgo Panigale - Reno;VIA RAFFAELE BOMBELLI;VIA ERCOLE NANI;241.1585;1;0;0;7;A944;0;0;Borgo Panigale;29.5860878804;30;Strade 30 km/h o inferiore
44.51979295629705, 11.27663556338521;"{""coordinates"": [[[11.27677975054992, 44.520007596158585], [11.276491376220498, 44.51957831643552]]], ""type"": ""MultiLineString""}";7462;8885;15000;8900;VIA RAFFAELE BOMBELLI;19970703;52.94;8.4;66;2;66;2;27;;31;;1;comunale;11;Borgo Panigale - Reno;VIA RAFFAELE BOMBELLI;VIA CARLO CATTANEO;444.696;1;0;0;10;A944;0;0;Borgo Panigale;52.9406965667;30;Strade 30 km/h o inferiore
44.519466722303136, 11.276419386686522;"{""coordinates"": [[[11.276491376220498, 44.51957831643552], [11.276347397152545, 44.519355128170744]]], ""type"": ""MultiLineString""}";7463;15000;8879;8900;VIA RAFFAELE BOMBELLI;19970703;27.32;8.4;0;;0;;25;;25;C;1;comunale;11;Borgo Panigale - Reno;VIA PIETRO ANTONIO CATALDI;VIA RAFFAELE BOMBELLI;229.488;1;0;0;9;A944;0;0;Borgo Panigale;27.3222425507;30;Strade 30 km/h o inferiore
44.51758157420426, 11.278950089117856;"{""coordinates"": [[[11.278791797161551, 44.517636090375575], [11.27910838107416, 44.51752705803293]]], ""type"": ""MultiLineString""}";8073;16100;16099;54000;VIA DELLE SCUOLE;19980216;27.94;6.8;0;;0;;3;;3;;1;comunale;11;Borgo Panigale - Reno;VIA DELLE SCUOLE;VIA DELLE SCUOLE;189.992;0;1;0;5;A944;0;0;Borgo Panigale;27.9350010209;30;Strade 30 km/h o inferiore
44.517543113172124, 11.271995059931474;"{""coordinates"": [[[11.27207480282424, 44.517673335786625], [11.271915317038708, 44.51741289055762]]], ""type"": ""MultiLineString""}";7924;15826;15827;43580;VIA ANDREA PALLADIO;19971205;31.58;5.5;12;;12;;13;;15;;1;comunale;11;Borgo Panigale - Reno;VIA ANDREA PALLADIO;VIA ANDREA PALLADIO;173.69;0;0;1;3;A944;0;0;Borgo Panigale;31.5844114885;30;Strade 30 km/h o inferiore
44.52026028864551, 11.268360631697117;"{""coordinates"": [[[11.269079479941125, 44.520122162689816], [11.268085926112136, 44.52044307777919], [11.267782582488385, 44.51999174612074]]], ""type"": ""MultiLineString""}";8008;15973;15972;53430;VIA GEROLAMO SAVONAROLA;19971217;142.4;9;0;;0;;0;;0;;1;comunale;11;Borgo Panigale - Reno;VIA GEROLAMO SAVONAROLA;VIA MARCO EMILIO LEPIDO;1281.6;0;2;0;3;A944;6;0;Borgo Panigale;142.402756218;10;Strade 30 km/h o inferiore
44.516326460203324, 11.27831387587945;"{""coordinates"": [[[11.277975341403113, 44.51644263038132], [11.278161677929303, 44.516377716460184], [11.278606138064042, 44.516227331516816], [11.278652687601992, 44.51621109770849]]], ""type"": ""MultiLineString""}";9581;8721;13689;35100;VIA MARCO EMILIO LEPIDO;20040825;59.69;15;12;;16;2;27;;27;1;1;comunale;11;Borgo Panigale - Reno;VIA MARCO EMILIO LEPIDO;VIA DELLE SCUOLE;895.35;1;0;1;4;A944;21;0;Borgo Panigale;59.6889189986;50;Strade 50 km/h, che passeranno a 30 km/h dopo interventi
44.51542127823464, 11.276740922432992;"{""coordinates"": [[[11.276895631967346, 44.515642015834054], [11.276586212898641, 44.515200540635234]]], ""type"": ""MultiLineString""}";10368;17379;17380;10030;VIA ELIO BRAGAGLIA;20071128;54.87;0;28;;28;A;0;;0;;0;nessuna;11;Borgo Panigale - Reno;NOME VIA DA ISTITUIRE;VIA ELIO BRAGAGLIA;0;0;1;0;4;A944;0;0;Borgo Panigale;54.8748882924;30;Strade 30 km/h o inferiore
44.515128836014796, 11.278094140260494;"{""coordinates"": [[[11.276895631967346, 44.515642015834054], [11.278079727588256, 44.51526932181479], [11.278132886072655, 44.51521894011172], [11.278135858612199, 44.515153782450554], [11.278021022656429, 44.514964724834634], [11.278040820841943, 44.51490712082905], [11.278094514733535, 44.51487054208772], [11.27861655132824, 44.51468840319165], [11.278746198699574, 44.51469172038583], [11.278808395878139, 44.5147318949822], [11.279097225865172, 44.515142420832426], [11.27912927849388, 44.51518716303476]]], ""type"": ""MultiLineString""}";10372;17379;17381;10030;VIA ELIO BRAGAGLIA;20071128;272.29;0;10;;18;;0;;0;;0;nessuna;11;Borgo Panigale - Reno;NOME VIA DA ISTITUIRE;NOME VIA DA ISTITUIRE;0;0;0;0;2;A944;0;0;Borgo Panigale;272.285485384;30;Strade 30 km/h o inferiore
44.52084357757228, 11.272001247202859;"{""coordinates"": [[[11.272071185877596, 44.52094854485255], [11.271931308528123, 44.520738610292014]]], ""type"": ""MultiLineString""}";11099;8540;17671;52550;VIA DELLA SALUTE;19970612;25.85;8;0;;0;;0;;0;;1;comunale;11;Borgo Panigale - Reno;;;206.8;1;0;0;4;A944;0;0;Borgo Panigale;25.8469301339;30;Strade 30 km/h o inferiore
44.522320157897454, 11.263847215679554;"{""coordinates"": [[[11.263763701857844, 44.52195455754322], [11.263889012438582, 44.52252164518083], [11.263948255394894, 44.522680582957136]]], ""type"": ""MultiLineString""}";11805;8518;17996;41450;VIA NORMANDIA;19911021;82.03;11.35;12;;12;R;5;;5;A;1;comunale;11;Borgo Panigale - Reno;VIA NORMANDIA;VIA NINO BIXIO;931.0405;1;0;0;2;A944;0;0;Borgo Panigale;82.0321211245;30;Strade 30 km/h o inferiore
44.51761738334168, 11.280043763506244;"{""coordinates"": [[[11.280248522422973, 44.51795780677076], [11.279839004589515, 44.51727695991262]]], ""type"": ""MultiLineString""}";11791;17987;17988;43900;VIA PANIGALE;20211122;82.37;0;10;;10;5;0;;0;;0;;11;Borgo Panigale - Reno;VIA PANIGALE;VIA PANIGALE;0;0;1;0;20;A944;0;0;Borgo Panigale;82.3682353083;30;Strade 30 km/h o inferiore
44.545927394374154, 11.356352478072155;"{""coordinates"": [[[11.35628659666547, 44.54559990662937], [11.356418359478841, 44.54625488211894]]], ""type"": ""MultiLineString""}";4821;11145;11138;6950;VIA GENUZIO BENTINI;19911021;73.34;11.5;18;;20;2A;31;;35;F;1;comunale;12;Navile;VIA MOLIERE;VIA MAKSIM GORKIJ;843.41;0;0;0;7;A944;0;0;Corticella;73.3345334889;30;Strade 30 km/h o inferiore
44.548203472374226, 11.355989635402418;"{""coordinates"": [[[11.35676953365966, 44.547870498320556], [11.355477943676567, 44.54843329629455], [11.355376753255502, 44.54845573069049], [11.355283602151095, 44.54846582295109], [11.355192542089842, 44.54845560103137]]], ""type"": ""MultiLineString""}";3933;11074;11136;2300;VIA SANT'ANNA;19911021;142.86;10;2;;4;2;1;;3;G;1;comunale;12;Navile;VIA DI CORTICELLA;VIA GENUZIO BENTINI;1428.6;1;0;0;1;A944;0;0;Corticella;142.855801045;30;Strade 30 km/h o inferiore
44.5485764105711, 11.35508931306999;"{""coordinates"": [[[11.355192542089842, 44.54845560103137], [11.35498608405014, 44.54869722011083]]], ""type"": ""MultiLineString""}";3934;11074;11078;17950;VIA DI CORTICELLA;19911021;31.33;12.5;0;;0;;0;;0;;1;comunale;12;Navile;VIA SANT'ANNA;VIA DELLE FONTI;391.625;0;0;0;49;A944;0;0;Corticella;31.3305851371;30;Strade 30 km/h o inferiore
44.54830234905061, 11.357749739997146;"{""coordinates"": [[[11.357542440010281, 44.5483405287168], [11.35795703998401, 44.54826416938442]]], ""type"": ""MultiLineString""}";3935;11155;11156;63180;VIA NICOLA ZANICHELLI;19911021;33.91;5.5;0;;0;;3;;9;;1;comunale;12;Navile;VIA NICOLA ZANICHELLI;VIA LEONE PESCI;186.505;0;2;0;3;A944;6;0;Corticella;33.9068970562;10;Strade 30 km/h o inferiore
44.54729379432965, 11.359325774882386;"{""coordinates"": [[[11.359655105841613, 44.548134424891956], [11.358996443923159, 44.546453163767346]]], ""type"": ""MultiLineString""}";3944;11140;13225;27970;VIA JOHANN WOLFGANG GOETHE;19911021;193.64;14.5;2;;18;;1;;13;;1;comunale;12;Navile;VIA SANT'ANNA;VIA JOHANN WOLFGANG GOETHE;2807.78;0;0;0;1;A944;0;0;Corticella;193.635625414;30;Strade 30 km/h o inferiore
44.54265546637019, 11.359939694130608;"{""coordinates"": [[[11.359305796701074, 44.54307819867457], [11.359534768235443, 44.54291429613451], [11.359950717937801, 44.54263237406148], [11.360148592262403, 44.54249777558588], [11.360280198176001, 44.54242858083378], [11.360412302527289, 44.54237170577135], [11.360510561918888, 44.54233028892508], [11.360605388006539, 44.5422889490539]]], ""type"": ""MultiLineString""}";3902;11115;16861;17300;VIA COLOMBAROLA;19911021;136.21;5.8;50;;50;A;0;;0;;1;comunale;12;Navile;VIA JULES VERNE;VIA WILLIAM SHAKESPEARE;790.018;0;0;0;4;A944;0;0;Corticella;136.208980303;30;Strade 30 km/h o inferiore
44.54142829589113, 11.357888339769437;"{""coordinates"": [[[11.358041144045467, 44.54079637705888], [11.357675041910916, 44.54101563525706], [11.357650408938456, 44.54105348417648], [11.3579809397084, 44.5417867834573], [11.3581647781155, 44.54218865990956]]], ""type"": ""MultiLineString""}";3908;11117;11118;28430;VIA MICHELE GORTANI;19911021;175.19;6;0;;0;;1;;1;;1;comunale;12;Navile;VIA ARTURO SOLARI;VIA GIUSEPPE MALAGOLI;1051.14;0;0;0;1;A944;0;0;Corticella;175.185397741;30;Strade 30 km/h o inferiore
44.54435090223567, 11.356393297339194;"{""coordinates"": [[[11.356039378958073, 44.544380240359764], [11.356140729779455, 44.54438068255375], [11.35629039596856, 44.544365847836836], [11.35654262480705, 44.54433459457827], [11.356746132343732, 44.54430696699571]]], ""type"": ""MultiLineString""}";3912;11147;11148;17300;VIA COLOMBAROLA;19911021;56.7;5.8;2;;12;;1;3;3;;1;comunale;12;Navile;VIA GENUZIO BENTINI;VIA ANTON PAVLOVIC CECHOV;328.86;0;0;0;1;A944;0;0;Corticella;56.6960148386;30;Strade 30 km/h o inferiore
44.54370480905202, 11.357826366173924;"{""coordinates"": [[[11.357716599347654, 44.54344733001353], [11.357936133000193, 44.5439622880905]]], ""type"": ""MultiLineString""}";3915;11124;11114;56300;VIA ALESSANDRO STOPPATO;19911021;59.7;15;24;;24;B;43;;45;I;1;comunale;12;Navile;VIA ANTONIO CICU;VIA COLOMBAROLA;895.5;0;0;0;3;A944;0;0;Corticella;59.7002875793;30;Strade 30 km/h o inferiore
44.54636603779318, 11.356439783256079;"{""coordinates"": [[[11.356418359478841, 44.54625488211894], [11.356461207033318, 44.54647719346741]]], ""type"": ""MultiLineString""}";3916;11138;11142;6950;VIA GENUZIO BENTINI;19911021;24.87;11.5;22;;22;G;0;;0;;1;comunale;12;Navile;VIA MAKSIM GORKIJ;VIA JACK LONDON;286.005;0;0;0;8;A944;0;0;Corticella;24.869958283;30;Strade 30 km/h o inferiore
44.54771196448413, 11.357549975465144;"{""coordinates"": [[[11.35775611025551, 44.5476774165457], [11.357343840674778, 44.54774651242256]]], ""type"": ""MultiLineString""}";3921;11154;11157;2300;VIA SANT'ANNA;19911021;33.53;10;0;;0;;7;;7;;1;comunale;12;Navile;VIA NICOLA ZANICHELLI;VIA LEONE PESCI;335.3;1;0;0;3;A944;0;0;Corticella;33.5338647486;30;Strade 30 km/h o inferiore
44.54797079296506, 11.35785657511976;"{""coordinates"": [[[11.35795703998401, 44.54826416938442], [11.35775611025551, 44.5476774165457]]], ""type"": ""MultiLineString""}";3924;11156;11157;45280;VIA LEONE PESCI;19911021;66.99;7.1;0;;0;;0;;0;;1;comunale;12;Navile;VIA SANT'ANNA;VIA NICOLA ZANICHELLI;475.629;1;0;0;1;A944;6;0;Corticella;66.9913030914;10;Strade 30 km/h o inferiore
44.54484349367889, 11.356985231340149;"{""coordinates"": [[[11.356746132343732, 44.54430696699571], [11.35688902986462, 44.54460633362368], [11.357136458859125, 44.54519736446742], [11.357199749142046, 44.545355728754295], [11.357190782490443, 44.545386824442375]]], ""type"": ""MultiLineString""}";3929;11148;11151;15580;VIA ANTON PAVLOVIC CECHOV;19911021;125.27;9;4;;12;;3;;13;B;1;comunale;12;Navile;VIA COLOMBAROLA;VIA MOLIERE;1127.43;0;0;0;1;A944;0;0;Corticella;125.273619646;30;Strade 30 km/h o inferiore
44.5435239917327, 11.358623056425913;"{""coordinates"": [[[11.357936133000193, 44.5439622880905], [11.358131085715192, 44.543856126222046], [11.358447076044104, 44.543643639641886], [11.35879525703309, 44.543402318742814], [11.359123088769195, 44.543196456529664], [11.359305796701074, 44.54307819867457]]], ""type"": ""MultiLineString""}";4819;11114;11115;17300;VIA COLOMBAROLA;19911021;146.44;5.8;40;;46;2;11;;17;;1;comunale;12;Navile;VIA ALESSANDRO STOPPATO;VIA JULES VERNE;849.352;0;0;0;3;A944;0;0;Corticella;146.440235372;30;Strade 30 km/h o inferiore
44.548355944460624, 11.354716421930258;"{""coordinates"": [[[11.35498608405014, 44.54869722011083], [11.354916551883472, 44.54865613055452], [11.354820337330848, 44.54858315998348], [11.354770410814256, 44.5485355584325], [11.354712336843189, 44.548421227479636], [11.35460205378882, 44.548121465894745], [11.354541643574699, 44.54794432679381]]], ""type"": ""MultiLineString""}";6513;11078;15090;23450;VIA DELLE FONTI;19970606;92.98;11.3;78;;84;E;55;2;61;L;1;comunale;12;Navile;VIA DELLE FONTI;VIA DI CORTICELLA;1050.674;1;0;0;7;A944;0;0;Corticella;92.9814123539;30;Strade 30 km/h o inferiore
44.54771990119279, 11.354469936660808;"{""coordinates"": [[[11.354541643574699, 44.54794432679381], [11.354398229746916, 44.54749547559178]]], ""type"": ""MultiLineString""}";6516;15090;15089;23450;VIA DELLE FONTI;19970606;51.05;11.3;0;;0;;0;;0;;1;comunale;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;576.865;1;0;0;6;A944;0;0;Corticella;51.0500218307;30;Strade 30 km/h o inferiore
44.547496985374785, 11.354743177164329;"{""coordinates"": [[[11.354398229746916, 44.54749547559178], [11.354745612139737, 44.54742788141592], [11.354829135154427, 44.54753064589582], [11.3549500279373, 44.54756608145873], [11.355082435114804, 44.54755376233329]]], ""type"": ""MultiLineString""}";6518;15089;14188;23450;VIA DELLE FONTI;19970606;62.65;5;0;;0;;47;;49;2A;3;privata;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;313.25;0;1;0;13;A944;0;0;Corticella;62.6448204172;30;Strade 30 km/h o inferiore
44.54665180575484, 11.354102389272088;"{""coordinates"": [[[11.354206745341633, 44.54695970659741], [11.353998033202542, 44.54634390491227]]], ""type"": ""MultiLineString""}";6519;11050;15088;23450;VIA DELLE FONTI;19970606;70.25;11.3;76;2;76;2E;31;;41;2;1;comunale;12;Navile;VIA DELLE FONTI;VIA DEL SOLE;793.825;1;0;0;4;A944;0;0;Corticella;70.2454484857;30;Strade 30 km/h o inferiore
44.546269053518856, 11.353970991618379;"{""coordinates"": [[[11.353998033202542, 44.54634390491227], [11.353943950034214, 44.54619420212544]]], ""type"": ""MultiLineString""}";6522;15088;15087;23450;VIA DELLE FONTI;19970606;17.14;11.3;0;;0;;29;;29;B;1;comunale;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;193.682;1;0;0;3;A944;0;0;Corticella;17.1423926561;30;Strade 30 km/h o inferiore
44.5417421617362, 11.358709401571152;"{""coordinates"": [[[11.358837864851179, 44.5420363720859], [11.358580938291126, 44.5414479513865]]], ""type"": ""MultiLineString""}";5891;13672;13673;55180;VIA ARTURO SOLARI;19970506;68.51;15;12;;16;B;31;;31;;1;comunale;12;Navile;VIA ARTURO SOLARI;VIA GIUSEPPE MALAGOLI;1027.65;1;0;0;4;A944;0;0;Corticella;68.5091342379;30;Strade 30 km/h o inferiore
44.54200849623983, 11.359089794197812;"{""coordinates"": [[[11.358837864851179, 44.5420363720859], [11.358922854844103, 44.54205076512062], [11.35934081272719, 44.541952147264695]]], ""type"": ""MultiLineString""}";5893;13672;13669;55180;VIA ARTURO SOLARI;19970506;41.94;6;0;;0;;33;;37;B;1;comunale;12;Navile;VIA GIUSEPPE MALAGOLI;VIA ARTURO SOLARI;251.64;0;1;0;8;A944;0;0;Corticella;41.9358866446;30;Strade 30 km/h o inferiore
44.546342392498715, 11.353751239963419;"{""coordinates"": [[[11.353698363304696, 44.54625385554571], [11.353748190206352, 44.54634413355301], [11.353810012594126, 44.54642713145261]]], ""type"": ""MultiLineString""}";6527;15086;14194;23450;VIA DELLE FONTI;19970606;21.2;5;60;;74;;0;;0;;3;privata;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;106;0;1;0;11;A944;0;0;Corticella;21.2016741239;30;Strade 30 km/h o inferiore
44.54610187043483, 11.353618121124825;"{""coordinates"": [[[11.353698363304696, 44.54625385554571], [11.353537878944952, 44.54594988532396]]], ""type"": ""MultiLineString""}";6528;15086;14195;23450;VIA DELLE FONTI;19970606;36.04;5;28;;46;A;0;;0;;3;privata;12;Navile;VIA DELLE FONTI;VIA DELLE FONTI;180.2;0;1;0;10;A944;0;0;Corticella;36.0390899577;30;Strade 30 km/h o inferiore
44.54878394381451, 11.354917981714879;"{""coordinates"": [[[11.35498608405014, 44.54869722011083], [11.354885807430255, 44.54882101817728], [11.354857117358703, 44.54887544050184]]], ""type"": ""MultiLineString""}";6529;11078;14196;17950;VIA DI CORTICELLA;19970606;22.27;12.5;0;;0;;0;;0;;1;comunale;12;Navile;VIA DELLE FONTI;VIA DI CORTICELLA;278.375;0;0;0;50;A944;0;0;Corticella;22.26830307;30;Strade 30 km/h o inferiore
44.5424645521176, 11.352137094259946;"{""coordinates"": [[[11.352627653426042, 44.54280648356548], [11.352537767626094, 44.54274302616568], [11.35238268656697, 44.54263876513137], [11.352155321753079, 44.542491332407465], [11.351977915114114, 44.54236799490913], [11.351892325134774, 44.542300217790306], [11.351786461741966, 44.54220912673548], [11.351682417183337, 44.54208149197091]]], ""type"": ""MultiLineString""}";6670;13224;14311;2900;VIA DELL'ARCOVEGGIO;19970610;110.69;9;156;;178;2;61;;65;2;1;comunale;12;Navile;VIA DEI GIARDINI;VIA DELL'ARCOVEGGIO;996.21;1;0;0;26;A944;0;0;Corticella;110.692675749;30;Strade 30 km/h o inferiore
44.543329044581455, 11.352737305304844;"{""coordinates"": [[[11.352747924483612, 44.543726973592356], [11.35272375596689, 44.543589922735], [11.35270599333325, 44.54345274457947], [11.352710073069138, 44.543388453166266], [11.352741822490147, 44.54321154608727], [11.352782998552948, 44.54303934254988], [11.352742815008654, 44.542938104299346]]], ""type"": ""MultiLineString""}";6671;11061;14312;2900;VIA DELL'ARCOVEGGIO;19970610;88.6;9;184;;184;;69;1;69;4;1;comunale;12;Navile;VIA DELL'ARCOVEGGIO;VIA DELLA GABELLA;797.4;1;0;1;28;A944;0;0;Corticella;88.6013144679;30;Strade 30 km/h o inferiore
44.54300468464821, 11.352637906391431;"{""coordinates"": [[[11.352742815008654, 44.542938104299346], [11.352569534949485, 44.543044230664655], [11.352545762323368, 44.54308390615078]]], ""type"": ""MultiLineString""}";6674;14312;14314;2900;VIA DELL'ARCOVEGGIO;19970610;22.89;5;178;4;182;;0;;0;;3;privata;12;Navile;VIA DELL'ARCOVEGGIO;VIA DELL'ARCOVEGGIO;114.45;0;1;1;37;A944;0;0;Corticella;22.8874223337;30;Strade 30 km/h o inferiore
44.54119189554436, 11.356200268522691;"{""coordinates"": [[[11.356181874283184, 44.54133317835082], [11.3562186627622, 44.5410506127379]]], ""type"": ""MultiLineString""}";6685;14322;14324;17950;VIA DI CORTICELLA;19970611;31.55;12.5;0;;0;;259;;259;;1;comunale;12;Navile;VIA ALESSANDRO STOPPATO;VIA GENUZIO BENTINI;394.375;1;0;1;39;A944;0;0;Corticella;31.5458986234;30;Strade 30 km/h o inferiore
44.54168925570758, 11.355794855890355;"{""coordinates"": [[[11.355941330077668, 44.54175036784172], [11.355648381703043, 44.54162814357345]]], ""type"": ""MultiLineString""}";6692;14326;14328;17950;VIA DI CORTICELLA;19970611;26.92;5;208;;208;2B;0;;0;;3;privata;12;Navile;VIA DI CORTICELLA;VIA DI CORTICELLA;134.6;0;1;1;65;A944;0;0;Corticella;26.923734157;30;Strade 30 km/h o inferiore
